zone_code,height_code,item_category_code,price,discount_percent,daily_customer_traffic,nearby_promotion,city_code,movement
2,1,6,996.0,0.0,348.0,0,2,Fast
6,3,7,301.0,20.0,92.0,1,2,Ignored
4,2,8,2129.0,25.0,189.0,0,2,Slow
3,2,4,388.0,20.0,310.0,1,2,Fast
5,1,6,1085.0,5.0,123.0,0,1,Ignored
6,3,7,1235.0,30.0,76.0,1,2,Ignored
4,2,2,1377.0,15.0,252.0,0,1,Slow
2,3,3,1234.0,5.0,314.0,0,2,Slow
6,3,1,2125.0,5.0,142.0,0,1,Ignored
2,3,6,2255.0,30.0,303.0,0,2,Slow
3,2,3,1273.0,10.0,317.0,1,1,Slow
1,1,3,2136.0,5.0,367.0,0,1,Fast
2,3,4,515.0,25.0,304.0,1,1,Fast
4,3,7,343.0,0.0,238.0,0,2,Ignored
6,2,5,1076.0,5.0,168.0,1,1,Ignored
6,2,1,1765.0,5.0,105.0,1,1,Ignored
5,3,3,243.0,10.0,152.0,0,1,Ignored
1,2,4,1756.0,0.0,354.0,0,1,Slow
5,1,3,4469.0,25.0,114.0,0,1,Ignored
1,2,2,1165.0,25.0,381.0,0,2,Slow
5,3,3,973.0,5.0,146.0,0,1,Ignored
3,3,5,2652.0,20.0,270.0,0,2,Slow
6,1,2,1822.0,10.0,121.0,0,2,Ignored
2,3,4,1451.0,15.0,313.0,0,1,Ignored
1,2,6,1486.0,15.0,386.0,1,1,Fast
3,2,3,992.0,30.0,295.0,0,2,Slow
1,2,2,2223.0,0.0,384.0,1,2,Fast
5,2,3,220.0,25.0,168.0,0,1,Ignored
6,3,4,1136.0,30.0,100.0,0,1,Ignored
4,2,3,2528.0,15.0,212.0,1,2,Ignored
5,3,2,2673.0,30.0,172.0,1,2,Ignored
1,2,2,1557.0,5.0,342.0,0,1,Slow
6,2,2,1871.0,25.0,128.0,1,2,Ignored
1,1,3,567.0,0.0,342.0,0,1,Fast
5,1,5,509.0,25.0,139.0,0,1,Slow
3,1,4,2158.0,5.0,332.0,0,1,Slow
6,2,4,1844.0,20.0,37.0,1,1,Ignored
6,1,7,3954.0,25.0,79.0,1,1,Slow
2,3,4,6018.0,10.0,364.0,0,1,Ignored
2,1,5,1538.0,20.0,320.0,0,2,Fast
4,1,7,1366.0,25.0,263.0,0,1,Fast
5,3,3,1796.0,0.0,145.0,0,2,Ignored
4,3,8,1778.0,20.0,216.0,0,1,Ignored
5,2,6,2624.0,15.0,127.0,0,2,Ignored
6,1,5,855.0,0.0,123.0,0,1,Ignored
5,3,2,3343.0,0.0,166.0,0,1,Ignored
2,1,8,930.0,0.0,328.0,0,1,Slow
6,1,7,3346.0,25.0,109.0,0,2,Ignored
4,2,3,1673.0,5.0,195.0,1,1,Ignored
2,1,5,312.0,10.0,331.0,0,1,Fast
1,1,6,1165.0,25.0,331.0,0,2,Fast
3,2,4,1208.0,5.0,284.0,0,1,Ignored
1,2,5,2320.0,5.0,363.0,0,1,Slow
3,1,7,1050.0,25.0,280.0,0,1,Fast
4,1,4,1648.0,15.0,227.0,0,1,Slow
1,1,6,906.0,20.0,334.0,0,1,Fast
5,3,6,876.0,20.0,142.0,0,1,Ignored
2,2,5,1674.0,25.0,347.0,0,2,Slow
4,2,6,2759.0,15.0,255.0,1,2,Slow
2,2,4,731.0,30.0,368.0,0,2,Fast
2,2,6,581.0,25.0,366.0,0,1,Fast
1,3,7,2176.0,10.0,390.0,0,2,Slow
5,2,2,1306.0,25.0,154.0,1,1,Ignored
4,1,3,2142.0,20.0,228.0,0,2,Slow
5,2,6,1519.0,5.0,157.0,1,1,Ignored
2,2,6,972.0,20.0,398.0,1,1,Fast
4,3,5,1493.0,30.0,185.0,0,1,Ignored
3,1,6,320.0,5.0,318.0,0,1,Fast
5,1,7,2502.0,10.0,113.0,0,2,Ignored
2,1,6,814.0,5.0,364.0,1,1,Fast
2,3,4,2146.0,0.0,299.0,0,2,Ignored
4,3,1,1417.0,25.0,262.0,1,1,Slow
3,1,1,237.0,10.0,272.0,1,2,Fast
5,2,4,1424.0,30.0,130.0,1,1,Ignored
6,1,6,1583.0,10.0,65.0,1,1,Ignored
1,1,5,1698.0,20.0,359.0,0,1,Fast
2,2,1,2980.0,10.0,356.0,0,1,Slow
3,3,5,856.0,25.0,312.0,0,1,Slow
6,3,1,1090.0,0.0,93.0,0,2,Ignored
5,3,7,2384.0,10.0,,1,1,Ignored
5,2,1,699.0,30.0,160.0,1,2,Slow
1,3,3,1771.0,10.0,352.0,0,1,Slow
4,3,6,2256.0,10.0,232.0,0,2,Ignored
4,1,5,328.0,5.0,225.0,0,1,Slow
3,3,4,6072.0,0.0,326.0,1,1,Slow
5,2,5,2437.0,0.0,184.0,0,1,Ignored
4,2,8,317.0,25.0,270.0,1,1,Fast
2,2,6,1481.0,30.0,338.0,1,1,Fast
2,3,6,2185.0,30.0,368.0,0,1,Slow
1,1,4,2793.0,30.0,346.0,1,2,Fast
2,3,3,504.0,15.0,348.0,0,2,Slow
4,1,3,2529.0,10.0,289.0,0,1,Slow
3,3,6,682.0,15.0,312.0,0,1,Slow
1,3,1,481.0,0.0,340.0,0,1,Ignored
6,3,4,1831.0,15.0,94.0,0,2,Ignored
1,3,2,1333.0,5.0,373.0,1,2,Fast
5,2,2,588.0,10.0,174.0,0,2,Ignored
5,3,6,2104.0,0.0,133.0,1,1,Ignored
4,3,6,646.0,25.0,268.0,1,1,Slow
3,2,5,462.0,20.0,278.0,1,2,Fast
2,2,3,2204.0,5.0,370.0,1,1,Slow
3,3,6,1195.0,5.0,281.0,0,1,Ignored
3,2,7,1551.0,15.0,326.0,0,2,Slow
3,3,5,989.0,30.0,313.0,0,1,Slow
1,1,6,2240.0,10.0,359.0,1,2,Fast
3,3,3,1163.0,10.0,310.0,0,2,Slow
3,3,2,1607.0,0.0,248.0,0,1,Slow
3,1,3,1534.0,0.0,328.0,0,1,Slow
2,1,2,756.0,10.0,319.0,0,1,Fast
1,2,8,890.0,10.0,356.0,0,1,Slow
1,1,5,947.0,5.0,346.0,0,2,Fast
4,2,6,1216.0,15.0,248.0,0,2,Ignored
3,3,5,2592.0,20.0,252.0,0,2,Slow
3,1,8,1999.0,15.0,353.0,1,1,Fast
6,1,2,2757.0,30.0,113.0,0,1,Slow
6,2,4,1445.0,15.0,97.0,0,2,Ignored
6,3,7,844.0,20.0,133.0,0,1,Ignored
5,2,7,735.0,30.0,152.0,1,1,Slow
5,3,5,516.0,5.0,157.0,0,2,Ignored
5,3,1,1016.0,10.0,146.0,0,2,Ignored
1,1,4,2098.0,20.0,333.0,0,2,Fast
4,2,1,2774.0,5.0,261.0,0,2,Ignored
3,1,7,421.0,20.0,290.0,1,1,Fast
6,1,5,803.0,10.0,105.0,0,1,Ignored
2,1,5,2390.0,,322.0,0,2,Fast
3,3,6,1139.0,15.0,338.0,0,2,Slow
4,2,6,645.0,25.0,241.0,1,1,Slow
2,3,2,2038.0,10.0,334.0,0,2,Slow
6,2,5,,25.0,96.0,1,1,Ignored
3,2,4,1048.0,5.0,283.0,1,1,Slow
4,1,8,1021.0,0.0,229.0,1,2,Fast
6,2,4,1385.0,30.0,53.0,0,1,Ignored
2,3,2,827.0,25.0,357.0,0,1,Fast
3,2,8,1086.0,10.0,348.0,0,1,Ignored
2,1,6,1717.0,10.0,349.0,1,1,Fast
4,1,1,1245.0,5.0,227.0,1,2,Slow
1,1,2,1727.0,0.0,336.0,0,1,Fast
3,3,6,811.0,20.0,326.0,1,1,Fast
1,1,1,1752.0,30.0,347.0,0,2,Fast
3,1,2,1295.0,25.0,311.0,0,2,Fast
2,2,7,1610.0,10.0,323.0,0,2,Slow
6,1,5,953.0,10.0,61.0,1,2,Slow
2,1,5,1882.0,0.0,355.0,1,1,Fast
6,1,3,898.0,30.0,83.0,1,2,Slow
5,2,6,693.0,25.0,153.0,0,1,Ignored
6,2,6,1445.0,30.0,63.0,1,1,Ignored
5,2,1,1154.0,15.0,113.0,1,2,Ignored
1,1,3,985.0,15.0,328.0,0,1,Fast
5,3,4,1947.0,0.0,100.0,0,2,Ignored
2,3,3,833.0,5.0,367.0,1,1,Slow
6,2,6,248.0,30.0,97.0,0,2,Ignored
5,2,4,657.0,25.0,177.0,0,2,Ignored
1,3,6,798.0,10.0,363.0,0,1,Slow
2,3,2,3573.0,30.0,290.0,0,2,Slow
1,2,3,3438.0,0.0,332.0,0,2,Slow
3,3,4,464.0,5.0,308.0,0,1,Slow
4,1,2,1447.0,0.0,197.0,0,1,Slow
3,3,2,165.0,10.0,296.0,0,1,Slow
3,1,6,1982.0,0.0,309.0,0,1,Slow
6,2,7,625.0,20.0,92.0,0,1,Ignored
4,3,2,702.0,20.0,234.0,0,1,Slow
1,3,3,2122.0,15.0,327.0,0,1,Slow
4,3,3,536.0,0.0,239.0,1,2,Ignored
5,1,6,3238.0,0.0,112.0,0,2,Ignored
2,2,5,,0.0,363.0,1,1,Fast
1,2,5,2046.0,30.0,371.0,1,1,Fast
1,1,2,1547.0,15.0,360.0,0,1,Fast
3,2,4,1278.0,25.0,338.0,1,2,Fast
2,2,1,1858.0,10.0,371.0,0,1,Slow
6,3,8,3145.0,25.0,91.0,0,1,Ignored
6,3,4,818.0,10.0,90.0,0,1,Ignored
6,3,6,1560.0,5.0,99.0,1,1,Ignored
1,3,3,2710.0,30.0,399.0,0,2,Slow
5,1,4,2375.0,25.0,164.0,0,2,Ignored
2,2,1,563.0,5.0,317.0,1,2,Slow
3,3,4,1875.0,15.0,316.0,1,1,Slow
1,3,4,2061.0,20.0,350.0,0,2,Slow
4,1,4,949.0,20.0,195.0,1,1,Fast
3,2,6,1265.0,10.0,333.0,0,1,Slow
5,3,5,1929.0,25.0,127.0,1,1,Ignored
1,3,5,1822.0,0.0,383.0,0,1,Slow
2,3,1,1813.0,25.0,321.0,0,1,Slow
6,1,2,520.0,10.0,143.0,0,1,Ignored
4,1,8,603.0,0.0,273.0,1,2,Fast
2,2,3,2406.0,30.0,355.0,0,1,Fast
5,1,7,652.0,25.0,143.0,0,2,Slow
5,2,2,1970.0,5.0,142.0,0,2,Ignored
1,2,4,365.0,10.0,335.0,0,2,Fast
6,2,1,640.0,10.0,125.0,1,1,Ignored
4,2,7,1344.0,30.0,208.0,0,1,Slow
5,3,4,332.0,25.0,143.0,1,1,Ignored
4,3,8,512.0,5.0,224.0,0,2,Slow
6,1,2,1833.0,5.0,144.0,0,1,Ignored
6,1,2,744.0,0.0,56.0,1,1,Ignored
3,1,5,330.0,25.0,294.0,1,2,Fast
4,2,7,1362.0,10.0,221.0,1,1,Slow
1,2,6,774.0,5.0,379.0,0,1,Fast
3,3,6,618.0,20.0,323.0,0,2,Slow
2,2,2,549.0,0.0,315.0,0,1,Slow
1,1,6,2036.0,20.0,332.0,0,2,Fast
5,2,2,751.0,30.0,169.0,1,2,Slow
2,2,2,814.0,5.0,378.0,1,1,Slow
2,3,7,1198.0,25.0,321.0,1,1,Slow
5,1,3,825.0,10.0,124.0,0,1,Ignored
1,1,4,1139.0,15.0,352.0,0,1,Fast
1,2,3,1101.0,20.0,328.0,1,2,Fast
6,1,8,534.0,25.0,59.0,0,1,Slow
4,2,4,1202.0,0.0,224.0,1,2,Ignored
2,3,3,1488.0,25.0,368.0,0,1,Slow
2,2,4,1106.0,30.0,363.0,1,1,Fast
1,1,8,399.0,0.0,339.0,0,1,Fast
2,3,5,1723.0,5.0,321.0,1,1,Ignored
1,2,4,751.0,30.0,355.0,0,1,Fast
6,3,3,317.0,30.0,77.0,0,1,Ignored
3,1,6,674.0,15.0,314.0,0,2,Fast
6,2,6,2596.0,5.0,104.0,1,1,Ignored
6,2,1,1250.0,25.0,34.0,1,1,Ignored
2,3,7,1170.0,10.0,270.0,1,1,Slow
5,2,2,862.0,10.0,165.0,0,1,Ignored
3,2,3,2219.0,10.0,300.0,0,1,Slow
6,2,6,581.0,30.0,138.0,0,1,Ignored
3,3,7,1034.0,30.0,301.0,0,1,Slow
2,1,6,754.0,20.0,377.0,1,1,Fast
6,3,6,689.0,15.0,86.0,0,2,Ignored
3,2,4,922.0,15.0,289.0,1,1,Fast
3,3,5,501.0,30.0,328.0,0,1,Slow
2,3,5,422.0,25.0,354.0,0,1,Slow
5,2,7,1547.0,20.0,156.0,1,2,Slow
6,3,1,111.0,15.0,57.0,1,2,Ignored
5,1,5,1798.0,10.0,151.0,1,1,Ignored
6,3,6,2402.0,30.0,62.0,1,2,Ignored
6,1,4,2353.0,10.0,92.0,0,1,Ignored
4,3,7,652.0,5.0,269.0,1,1,Ignored
3,3,1,2639.0,15.0,324.0,1,1,Fast
2,2,1,1116.0,10.0,375.0,0,1,Slow
5,2,6,427.0,15.0,145.0,0,1,Ignored
1,1,2,877.0,25.0,391.0,0,1,Fast
6,1,8,3070.0,30.0,88.0,0,2,Slow
5,1,5,1498.0,25.0,133.0,0,1,Slow
1,2,8,2910.0,25.0,341.0,0,1,Fast
1,2,8,5132.0,5.0,340.0,0,2,Slow
1,2,6,705.0,5.0,375.0,0,1,Fast
5,1,1,655.0,20.0,126.0,0,1,Slow
5,1,4,1502.0,5.0,105.0,1,1,Slow
4,1,5,209.0,0.0,255.0,0,1,Slow
6,2,3,2265.0,5.0,102.0,0,2,Ignored
2,1,3,1428.0,20.0,328.0,0,2,Fast
1,1,7,1300.0,0.0,297.0,1,1,Fast
5,3,2,4178.0,20.0,144.0,0,1,Ignored
6,3,4,189.0,30.0,92.0,1,1,Ignored
4,1,4,1729.0,20.0,236.0,0,1,Slow
2,3,8,1428.0,30.0,335.0,1,2,Fast
2,1,4,536.0,20.0,287.0,0,1,Fast
5,3,6,1277.0,15.0,164.0,0,2,Ignored
2,2,1,3333.0,15.0,376.0,1,1,Fast
4,3,5,5488.0,30.0,270.0,0,1,Ignored
1,2,2,1205.0,10.0,386.0,1,2,Fast
3,3,3,365.0,0.0,325.0,0,1,Ignored
5,1,2,1796.0,10.0,168.0,1,1,Slow
4,1,6,1177.0,10.0,246.0,0,2,Slow
4,3,3,,25.0,215.0,1,2,Slow
5,1,7,1169.0,10.0,159.0,0,1,Slow
4,1,8,599.0,20.0,218.0,0,2,Slow
5,1,8,4372.0,30.0,132.0,0,1,Slow
3,1,7,2928.0,25.0,313.0,1,1,Fast
2,1,2,1023.0,10.0,315.0,0,1,Fast
3,2,5,806.0,10.0,322.0,0,1,Slow
5,2,4,3360.0,20.0,186.0,1,2,Ignored
2,2,4,701.0,25.0,368.0,0,1,Fast
4,3,7,481.0,20.0,254.0,1,1,Slow
1,2,2,1324.0,0.0,326.0,0,2,Slow
6,3,1,596.0,30.0,118.0,1,1,Ignored
2,3,2,797.0,10.0,329.0,0,1,Slow
4,3,4,1202.0,0.0,221.0,1,2,Ignored
6,2,3,791.0,20.0,58.0,0,1,Ignored
1,3,8,3192.0,20.0,361.0,0,1,Slow
4,3,5,827.0,30.0,285.0,0,1,Slow
3,3,8,2274.0,10.0,347.0,1,1,Slow
3,2,1,1236.0,15.0,313.0,0,2,Slow
3,3,4,1803.0,5.0,286.0,0,1,Ignored
4,2,7,1403.0,25.0,180.0,0,1,Ignored
3,2,4,2975.0,15.0,333.0,0,2,Slow
2,1,2,992.0,10.0,371.0,0,1,Fast
3,1,8,1041.0,30.0,314.0,0,1,Fast
2,3,7,612.0,30.0,318.0,1,1,Fast
4,1,8,653.0,5.0,201.0,0,1,Slow
5,3,5,660.0,25.0,157.0,0,1,Ignored
6,1,3,2077.0,0.0,122.0,1,1,Ignored
5,1,7,3128.0,0.0,174.0,1,2,Slow
2,3,4,825.0,25.0,297.0,0,1,Slow
3,1,6,2507.0,25.0,325.0,1,2,Fast
2,1,7,246.0,0.0,320.0,0,1,Fast
5,1,3,2121.0,25.0,138.0,0,2,Slow
3,1,7,1604.0,5.0,265.0,0,2,Slow
1,3,2,716.0,5.0,320.0,0,1,Ignored
6,3,4,165.0,0.0,96.0,0,2,Ignored
6,1,5,1188.0,20.0,104.0,1,2,Slow
1,3,5,1369.0,30.0,355.0,0,2,Fast
5,1,4,1401.0,25.0,164.0,0,1,Slow
4,1,5,1105.0,0.0,246.0,1,1,Slow
2,3,7,1703.0,10.0,294.0,0,1,Ignored
3,2,8,3534.0,0.0,361.0,0,1,Slow
2,3,5,1707.0,5.0,304.0,1,1,Slow
1,2,7,1610.0,20.0,353.0,0,2,Fast
6,3,7,2133.0,30.0,106.0,0,2,Ignored
3,1,6,1154.0,20.0,345.0,0,2,Fast
1,3,6,953.0,15.0,338.0,0,1,Slow
6,1,2,2400.0,10.0,97.0,0,2,Ignored
1,1,5,1141.0,10.0,374.0,1,1,Fast
6,3,7,2365.0,15.0,97.0,1,2,Ignored
4,2,8,1589.0,5.0,260.0,0,2,Ignored
3,2,4,3754.0,15.0,307.0,1,1,Fast
2,2,6,1959.0,30.0,320.0,0,2,Slow
1,1,4,1015.0,25.0,348.0,0,2,Fast
3,1,2,576.0,10.0,313.0,0,1,Fast
2,3,1,1637.0,15.0,304.0,0,2,Slow
6,2,4,840.0,25.0,139.0,0,2,Ignored
4,1,5,529.0,5.0,235.0,1,1,Fast
3,2,4,2914.0,10.0,310.0,0,1,Slow
2,3,3,1158.0,5.0,332.0,0,1,Slow
2,3,4,1092.0,5.0,332.0,1,2,Slow
3,2,2,1632.0,10.0,,0,2,Slow
4,1,7,3380.0,25.0,182.0,0,2,Slow
5,3,2,584.0,5.0,127.0,0,1,Ignored
1,1,3,3355.0,30.0,424.0,0,2,Fast
5,2,1,2671.0,0.0,124.0,1,1,Ignored
3,1,4,2677.0,15.0,255.0,1,1,Fast
3,1,5,3537.0,10.0,339.0,0,2,Fast
4,1,5,956.0,15.0,268.0,0,1,Slow
3,2,1,1968.0,25.0,374.0,0,2,Fast
2,2,8,1523.0,20.0,357.0,0,1,Slow
3,3,6,2130.0,20.0,314.0,1,2,Slow
6,1,8,1866.0,5.0,56.0,1,1,Ignored
1,3,7,946.0,15.0,348.0,0,1,Slow
6,1,7,402.0,10.0,67.0,0,1,Ignored
5,3,6,2148.0,15.0,189.0,1,1,Ignored
5,1,4,2096.0,10.0,134.0,1,2,Slow
4,2,7,1378.0,25.0,212.0,0,1,Ignored
4,2,5,1553.0,15.0,295.0,0,2,Slow
3,1,7,3784.0,15.0,327.0,0,1,Slow
1,1,8,3746.0,10.0,388.0,0,2,Fast
3,3,5,1206.0,25.0,301.0,1,1,Slow
2,1,8,1244.0,5.0,318.0,0,1,Fast
2,2,3,773.0,30.0,351.0,0,1,Fast
2,2,8,929.0,10.0,405.0,0,2,Slow
1,1,6,3941.0,25.0,324.0,1,2,Fast
1,1,6,603.0,30.0,386.0,0,1,Fast
5,3,3,1486.0,25.0,116.0,1,1,Ignored
1,1,6,1244.0,25.0,351.0,0,1,Fast
6,2,1,1475.0,0.0,96.0,1,1,Ignored
4,3,2,3658.0,0.0,190.0,0,2,Ignored
5,2,3,602.0,30.0,163.0,0,1,Ignored
2,2,5,1342.0,15.0,350.0,0,1,Slow
4,2,8,331.0,20.0,239.0,0,1,Slow
5,3,6,4295.0,20.0,114.0,0,2,Ignored
2,3,7,1350.0,5.0,347.0,0,1,Slow
6,1,6,1065.0,0.0,35.0,0,1,Ignored
2,2,3,332.0,20.0,296.0,0,1,Fast
2,1,5,754.0,10.0,364.0,0,2,Fast
3,1,4,644.0,25.0,305.0,0,2,Fast
5,2,7,856.0,20.0,113.0,0,2,Ignored
4,3,2,1275.0,5.0,237.0,0,2,Ignored
1,2,7,1528.0,15.0,348.0,1,1,Fast
5,2,7,613.0,0.0,97.0,0,2,Ignored
1,1,2,1300.0,10.0,347.0,1,1,Fast
1,3,1,,30.0,351.0,0,1,Fast
5,3,1,1291.0,0.0,144.0,0,1,Ignored
2,2,2,2286.0,25.0,324.0,1,2,Fast
2,1,8,1005.0,25.0,325.0,0,2,Fast
3,3,2,1883.0,25.0,283.0,0,1,Slow
2,1,5,855.0,10.0,320.0,0,1,Fast
3,2,4,1356.0,25.0,328.0,1,2,Fast
3,1,8,1086.0,0.0,335.0,1,2,Fast
3,2,5,722.0,0.0,332.0,0,2,Slow
3,2,4,901.0,10.0,336.0,0,1,Slow
4,2,2,900.0,0.0,258.0,1,1,Slow
6,2,8,777.0,20.0,98.0,1,2,Ignored
2,1,3,1383.0,0.0,302.0,0,1,Slow
2,2,4,711.0,30.0,328.0,1,1,Fast
6,3,1,1304.0,25.0,109.0,0,1,Ignored
4,3,6,2026.0,5.0,270.0,0,1,Ignored
3,3,7,4851.0,20.0,335.0,1,1,Slow
5,2,5,1786.0,25.0,117.0,0,1,Ignored
2,3,1,1945.0,10.0,303.0,1,2,Slow
5,3,5,2196.0,0.0,170.0,1,2,Ignored
2,1,7,2254.0,30.0,323.0,0,2,Fast
5,2,8,1161.0,20.0,136.0,1,2,Ignored
3,1,3,1355.0,15.0,233.0,1,1,Fast
3,1,5,2256.0,30.0,337.0,0,1,Fast
6,1,7,407.0,15.0,76.0,0,1,Slow
5,3,7,2088.0,0.0,175.0,0,1,Ignored
3,3,3,1463.0,0.0,333.0,0,1,Ignored
1,3,1,1398.0,5.0,354.0,0,2,Slow
4,1,1,1937.0,25.0,213.0,1,1,Fast
1,3,4,,15.0,347.0,0,2,Slow
6,2,4,3756.0,30.0,29.0,1,1,Ignored
5,2,6,2866.0,25.0,154.0,0,2,Ignored
6,1,3,1590.0,0.0,67.0,1,2,Ignored
1,1,8,1454.0,30.0,404.0,0,1,Fast
4,2,2,668.0,30.0,207.0,1,1,Fast
3,1,1,927.0,25.0,330.0,0,1,Fast
3,1,7,426.0,10.0,,0,2,Fast
1,3,4,3908.0,0.0,347.0,0,1,Ignored
3,2,2,1512.0,0.0,323.0,0,2,Ignored
5,1,7,2005.0,25.0,153.0,1,2,Slow
5,3,8,3436.0,0.0,116.0,1,2,Ignored
2,2,3,1306.0,10.0,361.0,0,2,Slow
3,2,1,2245.0,20.0,299.0,0,1,Slow
6,1,6,1357.0,30.0,104.0,0,1,Slow
2,1,8,645.0,20.0,328.0,0,1,Fast
1,2,5,1110.0,30.0,341.0,0,1,Slow
2,2,3,261.0,15.0,297.0,1,2,Fast
6,3,2,2768.0,30.0,96.0,0,1,Ignored
6,1,5,1178.0,5.0,64.0,1,1,Ignored
6,1,8,668.0,15.0,81.0,0,2,Ignored
6,1,6,1153.0,30.0,28.0,0,1,Slow
1,3,7,859.0,0.0,282.0,0,1,Slow
5,2,5,525.0,25.0,94.0,0,1,Ignored
1,1,2,3768.0,10.0,381.0,0,1,Fast
5,1,3,1052.0,10.0,142.0,0,2,Slow
6,1,6,2755.0,,114.0,0,1,Ignored
3,1,1,1645.0,25.0,300.0,0,2,Fast
4,3,8,1381.0,20.0,261.0,1,1,Slow
1,2,8,2133.0,25.0,,0,1,Fast
2,3,4,1965.0,25.0,266.0,1,1,Fast
5,2,1,2677.0,20.0,152.0,0,1,Ignored
3,2,8,1217.0,5.0,343.0,1,1,Fast
5,1,5,1505.0,0.0,130.0,0,2,Ignored
3,2,7,3028.0,5.0,339.0,0,2,Ignored
2,1,7,1396.0,15.0,361.0,0,2,Fast
6,1,3,1284.0,25.0,45.0,1,2,Slow
2,3,2,1839.0,0.0,318.0,0,2,Ignored
1,1,1,2088.0,30.0,408.0,1,1,Fast
1,2,8,329.0,0.0,383.0,0,1,Slow
6,3,2,1001.0,30.0,96.0,0,1,Ignored
6,3,1,4557.0,0.0,93.0,1,1,Ignored
3,2,8,1478.0,20.0,311.0,0,2,Slow
2,2,1,2252.0,25.0,335.0,1,2,Fast
4,2,3,1434.0,20.0,288.0,1,1,Slow
3,2,5,1166.0,25.0,316.0,1,1,Fast
1,3,4,3797.0,15.0,371.0,1,2,Slow
5,3,4,3080.0,25.0,102.0,1,1,Ignored
1,3,3,1199.0,10.0,372.0,0,1,Slow
4,2,1,2451.0,5.0,223.0,0,1,Ignored
6,3,5,1986.0,10.0,62.0,0,1,Ignored
4,2,7,3027.0,30.0,244.0,0,1,Slow
6,3,6,1109.0,20.0,91.0,0,2,Ignored
2,3,7,810.0,15.0,352.0,1,1,Slow
6,2,1,2086.0,0.0,75.0,1,2,Ignored
6,1,2,2299.0,20.0,53.0,0,2,Ignored
1,3,1,2098.0,10.0,361.0,1,1,Fast
5,3,2,3628.0,30.0,149.0,0,1,Ignored
4,1,6,,10.0,196.0,1,1,Slow
3,1,6,354.0,20.0,330.0,0,2,Fast
6,3,6,,15.0,83.0,1,1,Ignored
3,3,5,1875.0,10.0,314.0,1,1,Slow
2,1,4,1922.0,30.0,355.0,0,1,Fast
1,2,4,2010.0,0.0,335.0,0,2,Slow
5,3,2,330.0,30.0,109.0,0,2,Ignored
5,2,2,1390.0,15.0,147.0,0,1,Ignored
4,2,1,385.0,,244.0,0,1,Slow
2,3,8,342.0,25.0,338.0,0,2,Fast
6,1,3,2044.0,20.0,89.0,0,1,Ignored
2,3,3,1473.0,25.0,272.0,1,2,Fast
3,3,5,496.0,20.0,307.0,1,1,Fast
4,3,6,1790.0,30.0,210.0,1,2,Slow
3,1,7,6316.0,5.0,372.0,1,1,Slow
1,2,5,2171.0,5.0,366.0,1,1,Fast
1,1,4,1160.0,25.0,329.0,1,2,Fast
1,2,2,2696.0,10.0,356.0,1,2,Slow
6,1,7,586.0,10.0,113.0,0,2,Ignored
4,3,6,577.0,0.0,256.0,0,1,Ignored
3,1,6,1201.0,15.0,291.0,0,1,Fast
2,2,6,1883.0,25.0,330.0,1,1,Fast
2,1,5,431.0,25.0,307.0,1,1,Fast
5,1,2,2814.0,10.0,119.0,1,1,Slow
5,1,6,1017.0,5.0,125.0,0,2,Ignored
4,2,3,252.0,25.0,229.0,1,1,Fast
6,3,4,584.0,20.0,89.0,1,1,Ignored
1,2,1,4008.0,25.0,337.0,1,1,Fast
3,2,3,1434.0,10.0,339.0,0,1,Slow
4,1,3,851.0,5.0,243.0,1,1,Fast
2,2,8,1372.0,15.0,384.0,1,2,Fast
6,2,4,1672.0,30.0,119.0,1,1,Ignored
2,2,6,3025.0,10.0,285.0,1,1,Slow
5,2,7,665.0,5.0,192.0,0,1,Ignored
2,1,3,2068.0,15.0,380.0,1,1,Fast
5,3,3,923.0,10.0,107.0,0,1,Ignored
5,3,7,860.0,30.0,99.0,0,1,Ignored
5,3,2,318.0,25.0,141.0,1,1,Ignored
2,3,7,821.0,25.0,309.0,0,2,Slow
4,3,1,435.0,5.0,285.0,0,1,Ignored
1,2,4,1889.0,30.0,367.0,1,1,Fast
5,1,1,2970.0,20.0,120.0,0,1,Ignored
5,1,4,1593.0,0.0,148.0,1,1,Slow
3,1,3,1448.0,0.0,322.0,0,2,Fast
4,3,3,1938.0,30.0,200.0,0,1,Slow
3,1,7,3669.0,0.0,329.0,0,1,Fast
6,1,6,1204.0,5.0,85.0,1,1,Ignored
2,1,7,1967.0,15.0,330.0,0,2,Fast
3,3,6,2563.0,5.0,344.0,0,1,Slow
4,3,3,1015.0,0.0,249.0,0,1,Ignored
6,3,6,633.0,30.0,127.0,0,2,Ignored
5,3,2,1091.0,15.0,156.0,0,2,Ignored
6,2,2,1106.0,0.0,54.0,1,1,Ignored
6,2,3,1686.0,20.0,99.0,0,2,Ignored
3,1,7,986.0,15.0,305.0,0,1,Slow
5,2,4,1933.0,30.0,187.0,0,1,Ignored
1,3,3,421.0,20.0,358.0,1,1,Fast
1,2,7,3369.0,5.0,411.0,1,2,Slow
1,2,2,891.0,0.0,366.0,1,1,Slow
4,2,4,1102.0,10.0,272.0,0,1,Slow
6,1,7,252.0,25.0,63.0,0,2,Slow
3,3,8,1386.0,0.0,289.0,1,1,Slow
3,1,6,1375.0,10.0,298.0,1,1,Fast
1,2,6,2293.0,30.0,394.0,0,1,Fast
3,2,6,1405.0,25.0,296.0,0,1,Slow
4,3,7,1850.0,25.0,225.0,0,1,Ignored
