temperature,humidity,wind_speed,pressure,cloud_cover,rain_tomorrow
35.5,20.3,26.9,1023.4,28.5,No
26.9,55.6,30.8,1011.9,99.0,Yes
13.3,46.7,20.2,1008.8,5.7,No
18.2,33.3,36.5,1022.2,31.9,No
13.7,56.1,25.8,1017.6,32.1,No
8.7,52.2,35.3,1014.2,37.9,Yes
35.8,81.4,9.4,1009.7,68.5,Yes
21.4,91.5,19.9,1014.3,24.8,Yes
17.2,72.2,29.2,1011.8,46.0,No
26.0,30.0,8.1,1007.3,64.5,No
8.2,43.6,8.5,1012.9,32.2,No
16.3,,39.1,1013.9,94.9,Yes
29.1,27.1,17.4,1009.4,98.0,Yes
27.0,52.5,7.3,1018.3,12.0,No
37.5,95.4,13.3,1021.0,34.4,No
26.6,96.1,15.9,1018.8,20.8,No
22.3,52.9,24.9,1010.1,18.7,No
30.8,73.4,36.9,1017.3,49.1,No
35.1,56.5,39.5,1012.5,56.4,No
29.6,80.3,26.1,1003.3,42.6,Yes
36.9,22.5,28.0,1016.7,27.3,No
31.5,31.5,12.9,1013.0,27.9,No
34.0,69.1,34.3,1030.2,99.2,Yes
,38.6,8.7,1022.2,92.4,Yes
30.0,73.3,4.3,1017.0,7.6,No
21.2,48.1,38.9,1013.7,65.7,Yes
24.6,90.9,34.6,1013.1,45.7,Yes
27.6,85.5,12.1,1005.0,68.9,Yes
37.1,59.4,27.0,999.8,59.7,Yes
37.5,81.8,18.7,1005.9,88.9,Yes
16.6,41.7,12.9,1011.7,6.7,No
30.0,59.5,11.5,997.3,35.0,No
30.5,35.8,5.4,1008.2,98.5,Yes
18.4,88.9,22.0,1010.3,18.2,Yes
11.7,85.8,17.9,1010.5,12.7,Yes
9.2,92.2,20.5,1007.4,72.9,Yes
31.3,90.2,8.6,1009.6,77.7,Yes
22.7,96.8,37.5,1024.1,67.2,Yes
37.6,38.3,25.5,1016.6,77.6,No
21.9,94.5,36.0,1008.1,69.4,Yes
37.3,65.7,4.4,1011.5,13.6,No
20.3,53.8,24.9,1011.8,60.8,Yes
31.8,64.8,34.0,1006.6,77.7,Yes
10.5,47.4,13.2,1006.6,86.6,Yes
24.7,43.1,7.8,1019.1,24.6,No
32.1,39.3,10.6,1009.1,12.7,No
35.7,26.6,10.9,1004.3,78.1,No
32.7,59.7,17.9,1011.7,25.7,No
9.1,91.0,13.0,1012.8,3.2,Yes
19.2,70.4,10.9,998.2,82.5,Yes
9.5,61.7,25.9,1011.7,50.6,Yes
11.3,54.3,2.1,1018.1,32.7,No
28.3,57.2,13.6,1015.2,1.1,No
29.4,36.7,27.6,1027.6,3.5,No
31.2,85.8,7.0,1020.8,79.3,Yes
34.0,35.9,8.8,1022.1,49.0,No
30.2,77.3,8.0,1031.6,15.0,No
32.0,80.8,0.0,1017.3,35.9,Yes
9.5,66.0,19.0,1013.1,16.5,No
15.0,89.0,1.6,1018.8,11.3,Yes
26.7,43.3,10.9,1008.1,27.6,No
33.7,90.5,39.8,1012.8,55.0,Yes
8.1,78.4,36.7,1007.5,21.0,Yes
23.4,83.9,8.6,1014.8,34.4,Yes
28.3,73.2,12.4,1007.4,47.8,Yes
8.9,87.7,18.5,1007.2,42.0,Yes
20.0,99.4,33.8,1014.9,12.9,Yes
34.9,53.6,32.1,1011.0,3.9,No
28.1,85.1,5.0,998.5,3.5,No
15.1,79.6,5.0,1001.8,35.0,Yes
33.6,,16.7,1004.0,71.9,Yes
18.4,94.2,34.8,1005.8,13.1,Yes
33.6,51.6,35.3,1014.9,78.7,Yes
17.0,65.2,4.3,1013.5,71.6,Yes
25.7,28.5,23.0,1019.5,0.4,No
19.9,38.1,6.2,1017.3,2.7,No
16.2,87.3,27.4,1019.5,19.5,No
34.6,51.7,36.7,1016.3,5.6,No
13.6,51.5,18.2,1013.5,53.1,Yes
10.5,39.7,3.3,1019.7,4.0,No
18.3,59.3,23.2,1018.4,80.3,Yes
29.5,84.5,16.3,1014.6,49.3,Yes
32.2,91.6,32.4,1020.9,72.8,Yes
38.0,25.6,13.6,995.6,75.1,No
16.9,66.0,35.0,1010.0,50.7,Yes
20.2,57.4,10.9,1009.9,92.5,Yes
12.1,69.1,6.3,1020.1,99.0,Yes
25.2,55.8,12.3,1023.0,35.9,No
37.9,51.9,1.4,1001.8,12.6,No
29.0,57.8,11.2,1021.9,36.3,No
25.9,66.6,26.4,1003.8,22.3,No
19.8,60.1,5.7,1004.0,53.1,Yes
35.5,57.8,4.5,1010.4,37.8,No
22.9,85.4,5.3,1009.8,48.0,Yes
12.0,79.7,3.1,1001.1,76.3,Yes
19.0,47.3,35.0,1016.5,27.4,No
10.0,84.0,37.8,1016.8,53.7,Yes
14.1,88.3,1.9,1019.4,33.5,Yes
8.5,32.3,30.4,1009.0,78.5,Yes
21.6,66.6,29.5,1011.7,64.0,Yes
27.0,42.8,39.9,1011.8,0.9,No
18.3,79.1,13.9,1023.8,66.0,Yes
20.6,39.1,11.4,992.2,17.0,No
36.8,73.7,18.1,1005.3,72.4,Yes
30.6,40.4,34.3,1012.0,56.7,No
24.2,60.9,29.1,1004.4,40.1,Yes
16.5,95.9,18.9,1010.2,69.4,Yes
34.9,50.5,9.8,1011.1,85.7,No
15.1,90.1,29.1,1007.4,77.9,Yes
17.8,99.0,34.2,1012.5,54.5,Yes
35.3,90.0,16.0,1016.4,72.3,Yes
23.9,33.3,26.7,1010.3,41.4,No
30.3,85.6,16.0,1008.8,78.9,Yes
25.7,22.6,19.1,1010.8,82.9,No
27.6,51.5,21.0,1011.9,13.7,No
17.0,89.7,31.0,999.8,23.8,Yes
15.2,75.1,39.1,1015.2,27.0,No
17.7,62.6,17.8,1008.8,16.6,No
12.7,51.0,13.7,1020.8,39.3,No
34.2,85.0,14.9,1016.1,19.3,No
16.5,76.8,5.4,1020.2,59.6,Yes
24.8,57.5,11.9,1004.9,10.2,No
31.8,91.4,3.5,1009.4,27.0,No
31.5,38.4,17.1,1003.3,66.6,Yes
21.2,33.6,6.7,1007.1,39.9,No
22.3,71.4,13.9,1020.8,42.1,Yes
37.8,97.8,31.7,1022.4,79.8,Yes
28.2,39.8,9.8,1004.0,98.5,Yes
32.4,40.0,24.5,1008.8,56.5,Yes
35.1,31.2,36.0,1011.5,7.9,No
31.6,88.8,22.7,1016.1,10.3,No
13.6,38.1,7.8,999.7,96.9,Yes
24.9,60.3,13.8,1000.8,67.9,Yes
11.1,99.3,23.6,1015.4,75.2,Yes
27.6,21.0,20.3,998.4,67.6,No
36.7,64.5,5.9,1008.9,18.0,No
23.4,61.0,17.9,1013.1,44.8,Yes
21.0,84.6,21.7,1014.9,79.8,Yes
9.1,48.4,10.7,1011.0,86.6,Yes
36.8,52.8,24.5,1009.4,23.7,No
11.1,33.4,2.8,1017.9,59.6,No
9.2,79.3,13.5,1014.0,15.7,No
15.4,82.8,32.2,1007.5,95.8,Yes
10.0,30.9,10.4,1012.3,25.2,No
21.7,51.5,24.2,1014.7,72.7,Yes
23.5,91.4,16.4,1024.0,23.1,Yes
17.4,20.2,12.7,1017.5,61.6,No
9.5,43.9,36.6,1020.5,65.9,No
11.3,64.4,13.7,1007.7,32.8,No
19.5,46.7,9.5,1008.3,81.9,Yes
9.8,41.8,36.4,1010.4,88.5,Yes
28.9,56.8,29.8,1011.0,85.5,Yes
14.2,34.5,27.3,1004.9,33.1,No
17.1,62.4,2.0,1020.9,74.4,Yes
19.8,76.5,5.2,1018.2,55.9,Yes
20.5,66.0,25.5,1009.9,59.3,Yes
8.0,27.4,8.4,1016.5,47.7,No
11.4,87.6,9.0,1013.6,60.0,Yes
33.9,34.0,31.2,1017.0,13.6,No
8.0,81.2,11.4,1002.6,40.9,Yes
23.2,48.8,2.9,1011.0,17.8,No
22.7,82.6,1.5,1011.6,28.0,No
18.0,36.5,17.7,1016.4,12.8,No
20.9,34.9,24.7,1007.6,21.2,No
31.4,59.8,34.8,994.5,78.2,Yes
33.2,22.6,4.4,1004.4,55.0,No
15.8,38.0,7.9,1011.6,2.4,No
17.7,77.9,21.2,1012.4,78.9,Yes
15.3,87.0,14.6,1023.8,90.9,Yes
22.4,26.5,19.3,1016.1,88.0,Yes
28.5,90.6,37.0,1012.6,82.3,Yes
14.8,83.8,21.8,1011.8,99.2,Yes
17.9,89.6,16.6,1019.7,58.6,Yes
35.9,75.9,39.6,1007.9,96.3,Yes
9.5,73.9,2.6,1011.0,94.9,Yes
21.8,62.0,37.3,1004.4,31.3,No
29.3,72.2,20.1,1021.9,86.3,Yes
12.5,93.5,20.2,1014.7,79.2,Yes
9.4,28.0,36.9,1007.0,77.6,Yes
12.1,45.3,20.3,1011.2,89.6,Yes
35.6,25.8,17.5,1015.6,38.4,No
8.3,95.6,10.9,1010.2,40.0,Yes
13.6,55.6,26.4,1008.3,64.0,Yes
8.9,74.0,22.8,1007.4,73.8,Yes
11.3,87.3,8.6,1014.4,88.0,Yes
26.6,99.3,28.4,1009.5,87.6,Yes
15.2,32.9,25.8,1008.8,72.1,Yes
25.1,84.0,15.9,1002.6,95.7,Yes
25.7,91.0,0.2,1012.5,17.9,No
33.5,23.9,17.9,1010.7,95.0,No
8.1,80.3,0.2,1009.7,6.4,No
33.6,48.4,3.0,1013.4,55.6,No
26.6,71.9,17.2,1017.2,9.0,No
12.9,61.1,3.3,1016.9,56.8,Yes
31.2,40.8,11.0,1015.9,39.0,No
33.7,30.8,26.2,1010.3,8.2,No
15.6,29.4,12.3,1008.0,64.8,No
35.6,28.3,39.9,1004.7,73.1,No
21.6,71.0,36.7,1007.8,17.4,Yes
26.1,48.1,23.4,1012.1,69.4,Yes
37.5,37.3,38.7,1006.5,17.9,No
18.8,75.4,34.7,1012.7,13.7,Yes
32.4,74.9,12.8,1005.2,14.7,No
17.6,63.1,30.0,1000.4,59.9,Yes
32.0,94.8,5.5,1017.7,77.9,Yes
26.0,50.8,27.4,1008.7,59.7,Yes
14.5,86.9,19.6,1006.1,80.9,Yes
20.4,26.0,0.7,1004.3,59.1,No
17.5,79.2,11.0,1015.0,79.7,Yes
10.3,99.1,38.2,1021.6,97.7,Yes
8.9,87.7,12.6,1009.2,39.1,Yes
18.4,66.4,7.3,1010.5,15.0,Yes
8.6,70.1,7.5,1019.5,13.5,No
13.0,48.3,19.2,999.3,59.7,Yes
29.8,74.4,33.7,1025.8,54.7,Yes
29.2,81.6,30.3,1029.1,18.4,No
30.2,99.9,17.5,993.1,88.2,Yes
17.5,59.4,8.3,1011.3,95.7,Yes
34.7,24.9,1.8,1007.0,25.3,No
25.8,67.7,18.5,1010.1,20.7,No
11.8,29.5,32.6,1009.1,21.4,No
12.3,39.6,29.2,1017.7,38.7,No
28.8,46.3,16.3,1011.2,85.3,Yes
13.2,78.5,23.8,1005.6,59.6,Yes
23.2,34.7,17.4,1010.8,6.8,No
37.8,33.3,23.2,1015.6,47.3,No
8.1,23.6,20.7,1003.7,9.0,No
8.5,89.9,27.2,1000.5,40.6,Yes
37.8,75.5,20.3,1025.9,40.4,No
25.5,23.2,,1007.5,64.8,No
11.8,22.3,17.1,1011.0,54.9,No
34.9,64.7,0.6,1009.2,87.5,Yes
34.4,42.6,9.5,1015.8,1.6,No
24.1,67.7,20.0,1024.4,77.4,Yes
26.7,54.8,21.6,1016.1,2.3,No
16.2,93.9,22.1,1001.4,30.4,Yes
9.5,43.0,28.6,1002.3,88.0,Yes
25.8,74.3,11.0,1009.2,69.0,Yes
16.8,24.3,26.6,1010.1,17.2,No
27.9,96.5,28.2,999.9,49.1,Yes
33.1,98.5,16.5,1017.7,72.2,Yes
8.5,79.1,16.1,1004.4,93.7,Yes
25.9,57.2,7.2,1022.5,63.4,No
14.9,37.6,16.6,1024.7,2.5,No
34.2,85.0,31.5,1010.3,50.0,Yes
15.6,78.9,36.4,1015.1,15.3,No
26.3,37.8,23.7,1003.4,4.8,No
24.6,56.1,12.0,1016.4,59.9,Yes
19.9,57.0,27.3,1008.5,77.7,Yes
28.3,86.1,29.6,1004.4,3.6,Yes
29.8,74.7,13.3,1010.0,78.4,Yes
25.0,71.5,33.1,1008.7,70.6,Yes
30.8,72.0,2.9,1009.7,75.2,Yes
37.5,41.6,0.4,1018.6,24.5,No
20.6,49.7,4.9,1006.5,39.4,No
23.4,23.7,6.2,1024.1,12.0,No
8.4,83.0,35.2,1002.7,23.9,Yes
31.9,54.6,17.0,1023.3,30.3,No
23.6,55.1,11.0,1004.9,31.9,No
20.2,39.6,17.2,1012.0,17.5,No
10.8,36.8,15.8,1008.6,18.9,No
34.7,67.0,12.1,1009.6,90.1,Yes
19.9,38.6,5.5,1017.6,78.4,Yes
28.5,25.1,26.2,1022.5,34.4,No
12.5,81.4,5.5,1020.3,94.8,Yes
36.8,50.1,31.0,1009.2,23.9,No
13.4,50.4,8.1,1013.3,40.7,No
14.0,54.5,29.3,1006.5,81.4,Yes
33.8,85.2,32.2,1005.1,44.3,Yes
35.4,45.7,5.0,1004.0,23.5,No
14.4,80.6,3.5,1008.9,36.9,Yes
22.1,95.2,38.0,1013.7,50.1,Yes
30.0,72.9,18.5,998.6,62.1,Yes
34.4,54.5,25.2,1011.7,40.6,No
,79.8,0.9,1022.6,43.1,Yes
23.5,56.6,11.1,1019.9,26.4,No
30.3,53.2,20.2,1007.9,53.5,Yes
29.9,62.0,35.4,1002.2,21.9,No
31.5,45.4,10.9,1015.2,86.8,Yes
25.1,28.3,31.0,995.8,74.7,No
11.1,53.2,26.5,1019.8,41.0,No
35.1,29.9,4.6,1010.5,74.7,No
34.0,52.8,11.7,1024.8,0.7,No
31.9,64.6,9.5,999.9,34.4,Yes
11.0,94.5,17.7,1018.4,44.0,Yes
14.1,22.9,25.4,1011.3,47.0,No
30.3,69.7,17.3,1009.7,74.9,Yes
8.7,56.6,9.8,1002.4,96.3,Yes
37.4,21.6,27.8,1016.2,38.0,No
19.3,40.0,23.4,1016.7,35.1,No
29.6,29.5,20.8,1024.5,61.1,No
34.6,37.3,22.2,1019.1,28.1,No
19.8,42.0,8.9,1007.8,14.1,No
17.6,52.1,27.2,1005.0,96.2,Yes
26.3,62.3,15.5,1002.4,81.0,Yes
25.4,,14.5,1022.3,95.8,No
20.3,32.9,6.0,1006.6,21.8,No
26.1,27.5,23.9,1022.4,1.8,No
36.1,64.0,24.1,1015.7,43.7,No
22.0,46.3,13.6,1014.3,93.4,No
13.9,63.9,34.4,1009.9,13.8,No
19.3,37.7,33.8,1016.6,11.7,No
19.8,21.9,4.4,1011.9,6.9,No
11.9,95.3,27.8,1009.4,76.5,Yes
12.9,28.7,15.8,1016.9,78.6,No
28.5,30.1,40.0,1011.0,69.5,No
18.2,850.0,9.0,1006.4,5.3,No
36.6,98.5,11.2,1016.2,72.3,Yes
15.3,69.4,17.7,1011.6,44.9,Yes
11.0,68.8,,1015.4,15.8,No
30.6,98.9,27.7,1008.8,29.5,Yes
34.4,27.1,19.2,1003.5,50.1,No
16.3,98.0,8.8,1024.1,33.0,Yes
14.1,36.3,20.3,1022.8,97.0,Yes
13.6,69.8,35.6,1018.2,47.5,Yes
23.7,53.6,31.7,1009.3,37.2,No
22.1,50.7,20.0,1009.9,67.3,No
15.8,94.5,11.5,1021.7,65.1,Yes
9.4,31.9,7.2,1009.5,0.2,No
22.4,99.8,35.1,1007.6,61.8,Yes
36.8,50.3,28.4,1025.1,24.4,No
27.6,71.9,22.9,1011.7,37.5,No
22.9,97.4,35.2,1024.4,70.6,Yes
,24.6,4.9,1002.2,55.7,No
15.6,93.8,27.3,1015.6,36.9,No
16.8,65.4,8.7,1026.5,16.7,No
30.9,76.4,4.8,1012.2,50.5,Yes
34.3,31.9,18.6,1010.2,31.9,No
35.0,62.7,15.5,1003.8,91.3,Yes
37.5,73.9,37.6,1019.6,53.4,Yes
37.5,56.5,13.0,1006.6,86.6,Yes
36.6,32.4,32.6,1011.3,39.0,No
10.2,39.5,30.0,1003.4,82.7,Yes
12.1,88.4,26.7,1022.9,5.7,No
17.1,22.8,36.8,1020.1,29.8,No
24.6,76.7,16.3,1011.8,7.8,No
10.9,100.0,15.6,1003.9,3.2,Yes
33.4,20.6,6.4,1022.8,91.9,No
26.5,32.9,11.0,1009.4,71.7,No
24.3,73.9,35.2,1004.3,62.5,Yes
13.0,24.8,19.0,999.7,53.2,No
15.6,67.2,13.7,1007.5,57.0,Yes
12.8,74.7,8.6,1001.8,63.9,Yes
33.6,67.1,19.4,1007.6,82.7,Yes
25.5,49.2,28.7,1017.2,59.7,No
30.1,75.8,11.5,1009.4,74.9,Yes
16.9,67.5,30.3,1014.5,28.1,No
19.1,36.6,25.2,1006.9,97.7,Yes
20.1,65.1,31.5,1012.5,3.2,No
30.8,90.6,10.0,1025.4,38.7,Yes
31.2,73.3,25.2,1009.6,88.2,Yes
14.2,57.7,6.1,1014.7,18.1,No
36.2,45.7,14.6,1001.0,14.1,No
11.6,26.9,29.0,1022.6,36.5,No
34.9,39.6,25.3,1008.7,42.8,No
11.0,20.9,7.5,1019.4,93.3,No
15.9,98.9,34.3,1011.1,83.6,Yes
33.4,37.8,2.1,1016.3,46.4,No
13.4,85.2,23.8,1016.7,97.3,Yes
20.4,33.5,39.4,1008.8,64.2,No
21.5,42.7,21.3,1019.6,87.4,Yes
15.4,53.5,32.0,1006.7,24.6,No
29.3,46.0,23.8,1017.4,48.9,No
33.5,83.9,31.3,1009.3,3.0,No
34.2,96.6,26.2,1014.4,0.9,Yes
18.2,90.0,27.6,1008.8,70.5,Yes
23.9,32.3,9.1,1012.3,11.8,No
15.5,82.1,29.7,1004.5,54.8,Yes
15.3,31.8,9.5,1013.7,69.6,No
12.8,93.1,39.2,1012.3,3.2,Yes
36.2,61.4,9.1,1008.2,44.9,No
34.6,46.9,9.5,1011.6,68.4,No
31.3,32.6,34.3,1012.9,89.0,No
23.5,20.9,9.7,1007.7,29.9,No
22.7,39.8,14.4,1011.1,97.4,Yes
23.9,93.1,28.6,1005.0,84.5,Yes
24.1,83.8,6.3,1028.4,65.1,No
21.0,97.6,6.4,1019.4,39.2,Yes
12.0,28.1,19.5,1013.9,71.1,No
11.8,67.4,9.7,1020.2,81.6,Yes
36.6,40.6,9.4,998.1,30.3,No
22.5,63.4,0.4,994.1,99.3,Yes
36.6,45.6,14.8,1009.2,90.9,Yes
12.9,42.7,12.7,1002.4,48.6,Yes
24.6,65.9,1.2,1010.3,72.3,Yes
14.2,34.7,24.8,1013.4,52.4,No
15.6,57.5,25.1,1018.4,76.1,Yes
8.9,,2.8,1004.0,82.7,Yes
11.6,30.3,12.7,1014.8,2.3,No
35.5,94.4,34.9,1012.1,7.9,No
17.6,60.5,23.3,1014.4,33.6,No
26.2,85.6,16.5,1008.4,91.8,Yes
22.0,72.3,18.6,1021.7,39.8,Yes
20.0,76.8,8.3,1011.3,88.8,Yes
24.0,77.3,32.5,1024.4,46.2,No
13.6,90.0,36.6,1006.5,28.9,Yes
37.7,69.1,36.4,1017.2,90.1,Yes
32.5,42.3,9.0,1011.6,56.1,No
30.2,28.0,12.4,1009.7,36.0,No
22.1,68.5,6.4,1016.4,4.4,No
12.6,25.3,12.3,1009.9,11.1,No
35.6,39.3,13.3,993.4,13.9,No
18.2,24.9,25.3,990.6,36.5,No
9.5,63.9,7.6,1020.9,60.7,Yes
18.3,32.8,36.8,1020.6,30.8,No
31.8,68.8,4.1,1025.2,6.6,No
26.7,83.3,0.3,1011.9,26.5,Yes
30.5,85.8,34.2,1003.0,40.9,Yes
31.8,44.8,28.2,1009.1,99.2,Yes
14.4,63.9,14.2,1012.1,39.3,No
35.7,65.0,23.8,1005.0,8.9,No
21.1,57.8,8.9,1023.5,58.1,Yes
27.2,72.4,6.7,1027.7,92.0,Yes
8.1,36.8,18.8,1015.3,78.7,Yes
37.8,98.3,14.1,1011.9,83.6,Yes
16.4,27.8,24.6,1002.9,92.8,Yes
9.9,86.3,8.7,1022.8,63.7,Yes
21.7,67.5,26.5,1012.5,99.5,Yes
11.9,39.6,30.7,1010.0,3.3,No
12.6,79.7,6.7,1015.4,83.5,Yes
27.0,26.8,1.8,1007.9,85.7,No
19.8,82.0,17.6,1013.0,91.7,Yes
35.7,67.2,31.0,1001.9,47.8,Yes
17.6,28.9,26.0,1019.6,78.8,No
29.8,26.4,28.1,1011.3,19.5,No
21.8,80.1,16.1,1020.1,60.3,Yes
27.8,43.4,9.4,1010.6,35.9,No
26.0,91.1,21.3,1011.0,59.6,Yes
22.2,81.0,8.2,1003.5,67.6,Yes
36.5,75.9,29.0,1017.3,34.7,No
18.3,42.3,7.9,1005.9,21.6,No
13.3,76.7,11.7,1008.6,32.2,Yes
28.3,95.9,20.3,1012.0,66.4,Yes
33.4,27.3,19.5,1012.8,67.7,No
9.2,46.1,24.0,1000.1,74.1,Yes
21.5,38.8,17.5,1010.4,12.7,No
34.8,51.5,36.8,1017.6,81.9,No
30.5,79.4,33.6,1009.4,68.8,Yes
37.8,57.9,35.2,1010.4,3.1,No
23.9,65.7,25.2,1013.1,33.6,No
27.8,45.1,25.4,1011.1,46.7,No
17.1,31.3,24.4,1004.8,36.1,No
36.4,41.4,17.4,1011.7,11.7,No
19.0,88.8,12.9,1019.0,20.7,Yes
30.2,,23.7,1004.6,2.5,Yes
20.1,50.2,1.0,1009.4,9.3,No
24.9,83.2,0.3,1002.3,26.6,Yes
29.6,25.2,34.1,1018.6,82.0,No
23.3,40.3,1.9,1011.4,52.7,No
35.2,38.4,21.0,1006.0,42.4,No
20.6,98.8,24.6,1012.6,66.2,Yes
27.4,76.5,7.9,1003.6,54.2,Yes
18.3,69.4,35.8,1004.8,13.2,Yes
20.2,20.4,7.6,,22.3,No
21.2,34.7,35.4,1004.5,22.3,No
11.8,70.8,30.5,1021.5,60.0,Yes
10.8,50.4,9.6,1006.9,46.2,Yes
28.0,93.9,6.0,1015.3,38.8,Yes
27.7,81.2,12.6,1006.1,55.7,Yes
27.9,55.8,15.9,1017.3,97.0,Yes
8.6,80.0,9.8,1004.8,31.4,No
17.8,98.0,40.0,1012.3,52.0,Yes
13.9,56.9,9.2,1012.4,48.0,No
31.3,71.4,33.2,1028.3,71.7,Yes
33.8,93.5,6.4,1016.4,73.0,Yes
15.4,39.9,39.2,1007.8,72.9,Yes
28.0,90.9,9.0,1016.8,20.2,Yes
11.9,27.8,16.9,1027.0,44.9,No
16.3,71.9,22.3,1000.6,81.1,Yes
12.2,82.6,4.8,1006.1,38.2,Yes
16.5,69.2,32.7,1010.3,98.4,Yes
28.2,59.6,11.0,1009.1,36.5,No
35.3,69.4,22.0,1009.7,49.8,No
14.1,32.1,22.0,1002.9,47.5,No
24.3,37.2,24.1,1021.8,43.4,No
29.0,41.6,2.2,1002.0,84.6,Yes
36.6,67.8,6.7,1010.6,15.5,No
26.3,55.4,6.4,1019.3,56.8,No
15.7,39.6,12.1,1011.8,61.9,No
26.8,90.6,5.8,1005.1,85.1,Yes
17.6,49.9,36.9,1002.6,60.9,No
37.3,55.7,20.5,1010.4,96.0,Yes
20.0,52.8,24.9,1006.7,87.2,Yes
28.6,34.6,14.3,1013.4,34.9,No
8.7,78.5,11.0,1002.2,86.0,Yes
20.0,55.9,20.1,1017.7,95.8,Yes
34.3,21.3,11.8,1012.8,25.7,No
26.3,97.1,13.7,1013.3,61.0,Yes
21.3,85.3,18.1,1022.1,28.2,Yes
36.1,77.9,20.2,1008.9,65.0,Yes
33.6,89.5,39.4,1006.9,9.4,Yes
17.7,92.5,8.9,1008.2,73.4,Yes
24.3,47.0,19.5,1010.7,42.0,No
22.7,68.9,6.0,1011.4,58.7,Yes
27.0,68.7,14.0,1006.2,2.6,No
18.0,41.4,28.7,997.8,69.5,Yes
15.3,37.8,7.0,1008.1,49.6,No
35.4,29.1,,1014.5,62.5,No
35.7,72.7,16.7,1013.0,31.6,No
33.3,82.5,2.1,1020.4,14.6,No
37.3,80.9,37.3,1025.7,43.5,No
30.3,45.3,16.5,1017.3,94.4,Yes
30.9,36.4,31.4,1021.7,22.8,No
30.9,56.3,16.7,1017.4,67.6,No
22.4,63.7,37.5,1024.0,5.0,No
21.7,93.5,11.6,1025.0,71.8,Yes
15.2,90.0,16.5,1018.7,23.8,Yes
27.3,93.3,30.4,1016.9,45.2,Yes
16.7,88.0,,1010.6,36.8,Yes
15.7,97.2,14.6,1011.7,11.3,Yes
25.6,57.2,39.8,1009.6,34.6,Yes
20.3,23.8,22.2,1016.3,35.0,No
14.6,26.7,27.6,1007.0,52.2,No
32.5,51.2,25.7,1010.7,97.2,Yes
33.8,40.6,33.1,995.5,47.0,No
13.0,33.6,34.5,1024.1,91.4,No
8.2,96.3,22.5,1010.5,46.2,Yes
18.1,35.6,11.8,1015.2,10.8,No
31.9,96.8,0.9,1022.2,23.0,Yes
33.2,80.9,24.6,1014.1,40.8,Yes
12.1,71.3,33.0,1022.1,32.5,No
31.2,74.1,18.0,1003.3,86.6,Yes
11.5,46.5,6.6,1028.8,67.9,No
19.7,71.7,11.5,1019.6,57.8,Yes
38.0,34.9,20.4,1013.5,49.1,No
13.8,95.0,33.5,1022.0,39.7,Yes
12.6,44.1,6.9,1003.8,61.2,No
20.7,40.4,24.5,1010.0,12.5,No
26.6,76.9,30.1,1022.1,16.3,No
36.0,72.5,37.4,998.9,30.3,Yes
37.4,56.1,4.7,1015.9,17.1,No
10.1,70.6,37.1,1015.7,67.7,Yes
12.1,32.8,24.1,1025.8,2.5,No
31.7,73.9,30.7,1000.9,16.0,No
16.1,41.6,2.2,1023.3,90.3,Yes
34.5,41.8,20.2,1008.1,99.8,Yes
27.9,33.0,24.9,1008.9,48.8,No
11.4,46.6,12.3,1003.4,49.5,No
33.0,46.5,17.3,1004.4,77.3,Yes
13.3,56.3,22.2,1014.8,3.6,No
20.7,35.2,22.1,1004.2,42.7,No
24.6,35.4,1.7,1017.2,10.0,No
23.0,63.3,17.6,1007.4,40.1,Yes
28.6,30.3,8.6,1003.5,98.4,Yes
27.6,75.1,36.7,1008.3,75.4,Yes
37.8,95.5,39.1,1014.4,98.5,Yes
38.0,54.1,12.0,1010.1,74.6,Yes
23.5,92.1,7.0,1012.2,60.8,Yes
10.9,27.9,8.8,1016.9,75.4,Yes
29.8,23.4,19.1,1019.6,65.9,No
37.3,77.7,35.0,1009.8,46.4,Yes
17.5,80.9,20.0,1004.7,29.3,Yes
21.8,87.4,2.2,1012.5,52.0,Yes
20.7,24.5,1.6,1015.3,25.8,No
9.5,82.2,9.1,1001.8,48.7,Yes
28.2,50.1,33.7,1005.8,14.6,No
18.6,44.3,24.9,1007.0,56.5,Yes
31.6,33.8,22.5,1010.5,24.5,No
33.0,99.7,12.8,1006.7,29.4,Yes
32.6,25.1,37.2,1016.9,49.9,No
20.5,86.2,13.2,1000.8,16.3,Yes
17.6,71.2,33.4,1000.9,96.2,Yes
30.5,78.8,35.8,1009.7,44.7,Yes
32.0,76.9,19.3,1010.8,35.2,No
22.7,88.7,35.8,1001.8,2.9,No
34.8,34.7,11.1,1007.8,84.3,Yes
12.3,20.1,26.3,1009.2,62.6,No
34.4,67.9,3.5,1009.2,41.6,Yes
10.9,48.3,19.0,1013.1,24.6,No
12.6,29.9,8.7,1007.4,74.5,Yes
24.0,34.9,2.5,1022.3,94.5,No
10.0,46.5,0.1,1015.4,38.1,No
9.6,25.6,13.0,1006.4,13.5,No
8.0,24.6,23.6,1012.7,10.9,No
21.1,93.3,18.2,1012.9,0.6,No
31.2,45.0,12.1,1020.5,74.4,No
9.0,98.6,39.6,1007.8,98.1,Yes
27.6,97.1,37.6,1017.4,99.3,Yes
32.7,31.4,5.0,1012.3,78.4,Yes
13.0,77.2,16.6,1022.4,16.2,Yes
12.4,68.1,26.0,1021.0,97.8,Yes
33.8,75.3,29.3,1013.4,32.8,Yes
32.7,27.7,14.7,1010.2,33.4,No
