age,tenure_months,monthly_charges,total_spent,support_calls,late_payments,churn
30.0,55,1820.0,94037.0,5,0,Yes
52.0,35,,47349.0,2,1,No
60.0,16,1140.0,19866.0,2,0,No
65.0,1,1223.0,1231.0,3,1,Yes
53.0,56,1652.0,93843.0,2,1,No
35.0,36,466.0,15449.0,2,1,No
52.0,41,1885.0,72731.0,0,0,No
26.0,43,490.0,20365.0,3,1,No
22.0,48,1079.0,56670.0,1,0,No
18.0,51,720.0,37340.0,0,0,No
46.0,52,1430.0,66070.0,1,2,No
19.0,11,1727.0,20854.0,1,0,Yes
25.0,18,1347.0,22241.0,1,0,Yes
62.0,3,680.0,2051.0,0,1,No
39.0,8,1624.0,13886.0,1,1,No
49.0,56,1902.0,106932.0,0,1,No
40.0,25,573.0,15492.0,2,1,No
20.0,41,730.0,31786.0,2,0,No
48.0,34,1199.0,35008.0,1,0,No
23.0,27,1557.0,42951.0,0,2,Yes
52.0,10,515.0,5306.0,2,2,Yes
54.0,43,385.0,15611.0,1,0,No
55.0,45,1263.0,61233.0,3,0,No
38.0,10,1654.0,17371.0,4,1,Yes
42.0,19,805.0,14404.0,2,0,No
58.0,57,1290.0,66601.0,0,0,No
40.0,51,1665.0,76691.0,0,0,No
66.0,39,348.0,12284.0,2,0,No
51.0,57,870.0,49456.0,2,0,No
57.0,52,814.0,42781.0,1,0,No
52.0,37,1528.0,50160.0,3,1,Yes
27.0,33,1432.0,46648.0,2,0,No
42.0,39,1705.0,60681.0,1,0,No
51.0,48,1232.0,63725.0,1,1,No
44.0,57,686.0,41608.0,1,0,No
48.0,20,1035.0,18193.0,1,0,No
65.0,18,972.0,15975.0,1,0,No
62.0,8,1434.0,12460.0,2,2,Yes
29.0,1,1921.0,1776.0,1,1,Yes
28.0,21,1077.0,23837.0,1,1,No
25.0,15,1385.0,17921.0,1,0,No
55.0,53,601.0,30163.0,1,1,No
43.0,29,1275.0,37112.0,2,1,No
49.0,42,1537.0,61319.0,0,0,No
63.0,13,1597.0,21751.0,3,0,Yes
42.0,27,1954.0,57769.0,1,0,No
50.0,48,1978.0,92892.0,1,0,No
33.0,14,1175.0,15889.0,1,0,Yes
61.0,24,1762.0,43393.0,0,0,No
19.0,36,1552.0,58019.0,3,1,No
48.0,12,1191.0,12362.0,0,0,No
59.0,35,350.0,11753.0,2,0,No
55.0,37,1960.0,70702.0,3,1,No
23.0,32,1940.0,57539.0,3,0,Yes
62.0,10,1180.0,12269.0,0,1,Yes
37.0,44,885.0,41734.0,0,0,No
45.0,50,489.0,25950.0,2,3,No
43.0,15,393.0,,1,0,No
35.0,7,1665.0,12221.0,2,3,Yes
35.0,31,995.0,28012.0,5,0,No
65.0,11,1256.0,11832.0,3,1,Yes
52.0,19,,15094.0,1,0,No
69.0,39,1343.0,49889.0,2,0,No
35.0,13,1589.0,22112.0,2,0,Yes
33.0,22,1817.0,41864.0,2,0,Yes
44.0,20,1142.0,21594.0,3,2,Yes
49.0,43,809.0,29721.0,0,1,No
22.0,48,430.0,18962.0,0,1,No
36.0,52,1751.0,85599.0,1,0,No
40.0,7,1750.0,12482.0,4,0,Yes
22.0,46,900.0,44539.0,1,2,No
48.0,17,651.0,10018.0,2,1,No
24.0,53,1444.0,80089.0,1,2,No
62.0,32,1585.0,52350.0,1,2,Yes
44.0,55,1526.0,78751.0,1,1,No
27.0,24,420.0,8609.0,3,0,No
45.0,19,1972.0,32154.0,2,1,Yes
35.0,49,,60314.0,2,0,No
40.0,22,1333.0,31138.0,2,1,No
31.0,46,376.0,17434.0,1,1,No
40.0,4,319.0,1331.0,0,1,No
25.0,40,514.0,20061.0,2,3,No
33.0,54,964.0,47668.0,1,0,No
38.0,17,1905.0,27849.0,2,1,Yes
58.0,59,1537.0,95610.0,1,0,No
65.0,2,1998.0,3870.0,7,0,Yes
63.0,8,1455.0,12445.0,0,3,Yes
37.0,19,469.0,8399.0,4,2,Yes
37.0,19,1480.0,25842.0,0,0,Yes
32.0,36,1389.0,50842.0,1,3,Yes
44.0,52,1806.0,94014.0,1,2,No
67.0,6,1224.0,7535.0,1,3,No
30.0,45,716.0,28121.0,2,0,No
55.0,49,1545.0,65927.0,1,0,No
31.0,35,1580.0,54898.0,2,0,Yes
37.0,59,1173.0,68312.0,2,1,No
45.0,6,460.0,2410.0,1,1,Yes
56.0,44,1002.0,42216.0,0,0,No
61.0,25,1727.0,43538.0,2,2,Yes
51.0,25,815.0,20080.0,3,0,No
49.0,36,1543.0,49806.0,2,0,No
62.0,48,730.0,37912.0,1,2,No
50.0,29,858.0,21363.0,0,2,No
23.0,17,872.0,13611.0,0,0,No
20.0,16,529.0,7337.0,1,0,No
46.0,57,896.0,47029.0,3,0,No
18.0,25,1529.0,39040.0,1,0,No
54.0,22,981.0,18473.0,1,0,No
58.0,34,809.0,23647.0,0,0,No
69.0,41,1490.0,55070.0,1,0,No
19.0,3,1175.0,3021.0,2,1,Yes
49.0,2,1040.0,,1,0,Yes
66.0,34,1652.0,50975.0,0,0,No
25.0,38,948.0,33522.0,1,2,No
58.0,29,1224.0,37601.0,1,3,No
68.0,18,353.0,6087.0,1,0,No
21.0,47,876.0,35151.0,3,0,No
41.0,7,702.0,4849.0,0,3,Yes
21.0,38,1805.0,60177.0,2,0,Yes
43.0,26,335.0,7533.0,0,0,No
62.0,22,1489.0,30525.0,2,1,No
31.0,7,1585.0,10186.0,1,0,Yes
,40,864.0,30341.0,2,1,No
60.0,11,736.0,7486.0,1,0,No
18.0,32,579.0,17991.0,2,0,No
45.0,53,770.0,37251.0,3,1,No
31.0,44,1853.0,69961.0,1,0,No
68.0,4,373.0,1601.0,2,1,Yes
54.0,58,1075.0,63151.0,2,2,No
44.0,37,748.0,28414.0,1,1,No
51.0,50,1482.0,70545.0,1,0,No
27.0,4,867.0,3445.0,3,1,Yes
44.0,54,887.0,49131.0,2,0,No
58.0,43,398.0,16073.0,1,0,No
67.0,53,1847.0,103551.0,1,2,No
25.0,58,1186.0,71752.0,4,0,No
65.0,50,416.0,19173.0,1,0,No
32.0,26,1577.0,38263.0,2,0,Yes
62.0,50,1625.0,72798.0,1,0,No
66.0,58,1083.0,61285.0,2,0,No
59.0,54,1964.0,111659.0,2,2,No
68.0,38,683.0,25721.0,1,0,No
46.0,57,1734.0,92776.0,1,1,No
58.0,36,1738.0,59600.0,1,0,No
65.0,27,1185.0,32736.0,1,0,No
28.0,11,1217.0,13100.0,1,1,Yes
55.0,28,490.0,13558.0,2,0,No
56.0,57,525.0,29997.0,5,1,No
43.0,8,1018.0,8426.0,0,1,No
48.0,51,1860.0,95468.0,0,0,No
52.0,38,664.0,25764.0,1,0,No
41.0,8,1107.0,9002.0,1,1,No
48.0,14,408.0,6178.0,1,0,No
41.0,2,808.0,1671.0,1,0,No
42.0,44,931.0,40417.0,1,3,No
41.0,22,1936.0,45765.0,0,0,No
42.0,11,627.0,7415.0,2,0,No
34.0,10,470.0,4408.0,1,0,No
23.0,30,390.0,12301.0,0,2,No
45.0,20,1186.0,25988.0,2,1,No
40.0,54,1182.0,57554.0,2,1,No
19.0,57,632.0,34195.0,1,0,No
45.0,12,720.0,8241.0,1,0,No
62.0,51,841.0,43004.0,1,0,No
31.0,4,315.0,1374.0,3,2,Yes
64.0,26,1688.0,40658.0,2,1,No
46.0,35,1613.0,58625.0,3,0,No
38.0,17,843.0,14971.0,1,0,No
63.0,39,1275.0,50920.0,1,0,No
67.0,35,857.0,29907.0,5,0,No
66.0,56,345.0,19183.0,3,2,No
58.0,56,1302.0,67116.0,3,0,No
50.0,49,1526.0,66124.0,1,2,No
62.0,47,867.0,38040.0,0,0,No
62.0,20,709.0,12867.0,2,2,No
64.0,52,748.0,39408.0,3,1,No
61.0,22,892.0,20866.0,1,1,No
35.0,45,1094.0,43799.0,2,0,No
68.0,29,1582.0,46560.0,1,1,No
60.0,30,637.0,16826.0,4,0,No
63.0,48,1500.0,68042.0,2,0,Yes
25.0,9,1939.0,15589.0,1,1,Yes
18.0,51,605.0,28537.0,0,0,No
68.0,49,1162.0,60619.0,0,0,No
50.0,28,913.0,24412.0,3,1,No
48.0,39,1320.0,45156.0,0,0,No
54.0,16,,25855.0,2,0,Yes
54.0,46,1806.0,88136.0,0,0,No
20.0,8,1052.0,8017.0,2,1,Yes
33.0,44,1586.0,75645.0,2,2,No
46.0,41,1168.0,47424.0,2,2,Yes
,15,1611.0,23604.0,2,1,Yes
64.0,49,1802.0,85123.0,1,1,No
26.0,17,1509.0,26765.0,0,0,No
40.0,32,402.0,13622.0,4,0,No
25.0,51,716.0,32198.0,3,1,No
21.0,4,1635.0,6227.0,1,0,Yes
41.0,25,332.0,7642.0,2,0,No
58.0,37,1179.0,,3,0,Yes
33.0,11,1337.0,15202.0,2,0,Yes
41.0,31,1693.0,48446.0,0,1,No
67.0,38,1670.0,60420.0,2,2,No
37.0,52,423.0,21002.0,2,0,No
61.0,18,1454.0,28343.0,2,1,Yes
69.0,50,1643.0,79556.0,0,1,No
46.0,38,478.0,15523.0,2,0,No
49.0,31,1124.0,35977.0,0,0,No
62.0,35,1403.0,42924.0,1,2,No
53.0,59,881.0,52378.0,1,2,No
48.0,40,929.0,36356.0,2,1,No
63.0,26,474.0,12825.0,0,0,No
65.0,59,1615.0,94097.0,1,2,No
33.0,41,702.0,25726.0,2,1,No
56.0,17,1038.0,18943.0,3,1,Yes
31.0,37,1177.0,46851.0,1,2,Yes
56.0,58,447.0,24764.0,7,1,No
22.0,42,1032.0,43446.0,2,1,No
32.0,46,558.0,25363.0,2,0,No
59.0,40,694.0,27304.0,1,3,No
59.0,51,905.0,40273.0,1,0,No
42.0,5,1132.0,5510.0,2,5,Yes
58.0,48,1037.0,45111.0,1,1,No
43.0,54,421.0,23858.0,1,1,No
22.0,2,895.0,1901.0,2,0,Yes
60.0,47,366.0,14702.0,4,0,No
21.0,30,725.0,22493.0,0,0,No
59.0,23,444.0,8973.0,1,1,No
63.0,7,584.0,3485.0,1,1,Yes
18.0,19,1153.0,18696.0,5,1,Yes
68.0,40,1875.0,72488.0,1,1,No
50.0,31,630.0,20575.0,0,1,No
49.0,4,1541.0,5719.0,1,1,Yes
34.0,19,373.0,7662.0,1,0,No
26.0,2,870.0,1662.0,3,2,Yes
19.0,22,981.0,19363.0,3,1,No
39.0,54,483.0,25163.0,0,0,No
59.0,45,1382.0,62609.0,2,0,No
19.0,55,547.0,29376.0,1,0,No
29.0,10,1660.0,15939.0,2,0,Yes
60.0,37,1305.0,43317.0,2,0,No
40.0,18,1559.0,28759.0,1,1,No
23.0,28,578.0,15174.0,1,0,No
69.0,58,838.0,53107.0,2,0,No
35.0,49,1498.0,69744.0,2,1,No
27.0,42,1070.0,40688.0,0,0,No
47.0,57,1374.0,83402.0,1,1,No
22.0,30,1002.0,27119.0,3,0,No
54.0,4,1442.0,5145.0,3,1,Yes
51.0,54,1390.0,77284.0,3,0,No
65.0,7,808.0,5229.0,2,3,Yes
33.0,16,1798.0,27454.0,2,0,Yes
39.0,54,1544.0,80271.0,1,2,No
52.0,53,415.0,23004.0,1,0,No
27.0,6,363.0,2164.0,0,2,No
36.0,51,1516.0,80049.0,2,2,No
23.0,43,1373.0,64758.0,1,1,No
54.0,7,1871.0,13460.0,5,0,Yes
52.0,33,1447.0,43917.0,5,2,No
22.0,16,653.0,10884.0,1,3,Yes
24.0,31,370.0,12187.0,3,3,No
38.0,11,1204.0,12684.0,1,0,Yes
52.0,6,1143.0,6960.0,2,0,Yes
59.0,39,1893.0,71804.0,3,0,No
41.0,43,1503.0,56996.0,1,2,No
59.0,12,1829.0,22655.0,1,0,Yes
39.0,36,1585.0,54830.0,2,1,No
48.0,30,1422.0,39955.0,2,1,No
31.0,55,1256.0,66796.0,1,0,No
51.0,34,1285.0,43494.0,2,0,Yes
64.0,29,1162.0,35020.0,0,0,No
32.0,1,1725.0,1858.0,1,2,Yes
55.0,54,698.0,38486.0,3,3,Yes
41.0,40,1855.0,81514.0,1,1,No
45.0,11,1250.0,12229.0,4,0,Yes
48.0,1,1043.0,927.0,3,0,No
40.0,13,658.0,8961.0,0,0,No
52.0,30,768.0,23233.0,2,1,No
36.0,56,1292.0,77093.0,2,1,No
26.0,37,557.0,21016.0,0,0,No
38.0,6,305.0,1561.0,2,0,Yes
40.0,12,740.0,9041.0,1,0,Yes
62.0,14,816.0,10315.0,1,1,No
51.0,5,1899.0,9132.0,1,1,Yes
39.0,9,1288.0,11857.0,2,1,Yes
62.0,6,989.0,6018.0,2,2,Yes
18.0,42,1970.0,78242.0,3,1,Yes
53.0,41,924.0,38955.0,0,1,No
66.0,47,1928.0,98413.0,2,1,No
54.0,11,1899.0,18961.0,1,2,Yes
48.0,54,1472.0,69938.0,1,1,No
45.0,23,1192.0,24229.0,1,0,No
26.0,9,1696.0,14721.0,4,0,Yes
25.0,10,850.0,7859.0,5,0,Yes
24.0,19,924.0,16974.0,3,0,Yes
66.0,6,651.0,3402.0,3,2,Yes
37.0,19,733.0,12698.0,0,0,No
68.0,39,531.0,19400.0,0,1,No
49.0,58,1745.0,109657.0,1,1,No
57.0,1,301.0,278.0,1,2,No
66.0,35,1021.0,30805.0,0,2,No
44.0,14,918.0,,1,1,Yes
20.0,20,958.0,20774.0,2,1,Yes
60.0,38,1733.0,63010.0,2,0,No
36.0,18,1695.0,,3,1,Yes
25.0,26,,34016.0,1,0,No
31.0,19,1470.0,24689.0,3,1,Yes
69.0,22,1665.0,35684.0,0,0,No
39.0,43,,42066.0,2,2,No
47.0,18,1065.0,20345.0,1,3,Yes
59.0,33,715.0,21478.0,1,2,No
48.0,47,704.0,36286.0,3,1,No
26.0,37,1888.0,67922.0,0,1,No
22.0,45,1592.0,69890.0,1,2,No
66.0,28,1069.0,31867.0,1,0,No
28.0,28,365.0,9728.0,2,0,No
31.0,2,1562.0,3247.0,3,0,Yes
20.0,42,1911.0,79613.0,2,4,Yes
57.0,41,1874.0,67910.0,1,0,No
44.0,31,1513.0,40254.0,4,0,Yes
51.0,43,1400.0,65230.0,2,0,No
27.0,39,504.0,20966.0,2,2,No
46.0,11,445.0,,0,1,No
46.0,14,750.0,10695.0,2,1,No
,39,1257.0,49583.0,3,0,Yes
55.0,6,1851.0,10019.0,2,2,Yes
49.0,52,1780.0,93539.0,1,1,No
52.0,21,819.0,16719.0,2,3,No
58.0,36,922.0,31344.0,1,1,No
29.0,31,827.0,26165.0,2,1,No
48.0,40,1200.0,41820.0,1,0,No
66.0,21,1674.0,34309.0,2,1,No
55.0,42,1630.0,71166.0,1,2,No
61.0,11,1806.0,21008.0,1,0,No
20.0,20,1186.0,23068.0,0,0,No
61.0,3,1418.0,3991.0,1,1,Yes
51.0,10,1921.0,19077.0,3,0,Yes
27.0,4,1447.0,5105.0,1,2,Yes
64.0,28,583.0,14249.0,2,0,No
63.0,5,855.0,4509.0,0,0,No
51.0,14,428.0,5283.0,1,0,No
67.0,29,487.0,13478.0,2,3,Yes
60.0,41,1135.0,44345.0,2,1,No
39.0,2,1555.0,3408.0,1,1,Yes
69.0,43,620.0,27361.0,0,1,No
42.0,31,843.0,27221.0,2,1,No
26.0,1,871.0,886.0,2,1,Yes
24.0,6,1727.0,9514.0,2,1,Yes
53.0,57,612.0,32801.0,1,1,No
25.0,27,357.0,8635.0,2,1,No
64.0,55,1360.0,73718.0,2,2,No
66.0,31,1195.0,32210.0,0,2,No
19.0,8,304.0,2617.0,1,2,No
26.0,43,1599.0,61820.0,1,1,No
27.0,29,1020.0,26722.0,2,3,No
54.0,23,1230.0,27474.0,0,1,Yes
30.0,13,1439.0,17396.0,0,0,Yes
52.0,27,386.0,9293.0,3,1,No
63.0,57,592.0,36997.0,2,0,No
52.0,13,1086.0,12987.0,2,1,Yes
68.0,34,591.0,20795.0,2,2,No
43.0,2,497.0,1025.0,2,2,Yes
65.0,42,851.0,32566.0,1,0,No
58.0,53,1024.0,49899.0,1,1,No
42.0,58,1744.0,99500.0,1,0,No
32.0,48,1310.0,66983.0,0,1,No
52.0,40,1879.0,77782.0,0,2,No
58.0,35,1076.0,34864.0,2,1,No
23.0,52,1102.0,49327.0,2,1,No
34.0,1,828.0,830.0,0,2,Yes
68.0,15,438.0,6366.0,1,0,No
25.0,3,591.0,1659.0,0,2,No
67.0,14,414.0,5863.0,1,0,No
24.0,14,1495.0,22770.0,1,2,Yes
49.0,27,892.0,25911.0,5,0,Yes
34.0,41,353.0,14711.0,2,0,No
25.0,53,1578.0,91146.0,0,2,No
29.0,36,732.0,25006.0,3,2,No
67.0,3,1818.0,4774.0,0,1,Yes
32.0,6,1698.0,9812.0,0,0,Yes
64.0,27,815.0,22337.0,2,1,No
51.0,37,700.0,27204.0,4,2,No
69.0,49,1987.0,105590.0,2,0,No
42.0,23,1692.0,38110.0,2,1,Yes
44.0,11,1874.0,19444.0,3,1,Yes
22.0,9,328.0,2717.0,2,2,Yes
36.0,37,1316.0,48775.0,2,5,Yes
48.0,59,752.0,45397.0,1,1,No
37.0,5,936.0,4718.0,1,3,Yes
26.0,1,454.0,408.0,0,1,No
43.0,1,1571.0,1511.0,3,0,Yes
68.0,33,1193.0,34195.0,0,1,No
65.0,19,1645.0,30633.0,2,2,Yes
37.0,49,497.0,22004.0,1,3,No
24.0,48,1994.0,102631.0,3,0,No
18.0,30,892.0,28153.0,1,1,No
51.0,3,1916.0,5937.0,1,1,Yes
53.0,34,1449.0,43261.0,2,2,No
65.0,22,484.0,10240.0,1,0,No
48.0,50,1628.0,72857.0,1,1,No
32.0,43,1252.0,46350.0,0,1,No
19.0,57,620.0,33595.0,0,0,No
45.0,22,617.0,12603.0,4,0,No
32.0,20,1919.0,41433.0,2,0,Yes
59.0,29,1997.0,62634.0,0,0,No
51.0,49,1278.0,67864.0,1,0,No
44.0,30,617.0,15800.0,1,0,No
56.0,20,877.0,17184.0,1,2,No
45.0,54,659.0,30410.0,1,1,No
51.0,24,1332.0,32004.0,2,0,No
57.0,52,979.0,49742.0,1,0,No
21.0,38,942.0,34278.0,1,1,No
26.0,4,1661.0,5735.0,2,3,Yes
42.0,30,1937.0,50917.0,3,0,No
55.0,41,634.0,24129.0,0,1,No
39.0,54,1004.0,49364.0,2,1,No
65.0,33,1211.0,35755.0,2,0,No
68.0,1,717.0,762.0,3,1,No
23.0,21,982.0,17676.0,2,0,No
52.0,58,394.0,20669.0,0,1,No
21.0,30,369.0,11947.0,1,0,No
58.0,23,1636.0,40184.0,1,0,Yes
22.0,52,875.0,42716.0,4,1,No
23.0,25,1502.0,39469.0,4,2,Yes
56.0,46,440.0,17974.0,1,3,No
38.0,2,1439.0,2907.0,0,1,Yes
38.0,34,1410.0,51334.0,0,2,No
40.0,2,1695.0,3281.0,3,1,Yes
42.0,11,647.0,6346.0,1,0,No
52.0,33,1236.0,40572.0,0,1,No
55.0,37,1831.0,,1,0,No
67.0,7,673.0,5024.0,1,0,No
45.0,30,511.0,,1,1,No
61.0,24,885.0,19562.0,1,0,No
49.0,27,1940.0,53501.0,1,2,Yes
21.0,48,567.0,24834.0,0,0,No
62.0,56,502.0,25601.0,0,0,No
40.0,5,1995.0,8934.0,4,0,Yes
41.0,59,967.0,53737.0,3,0,No
61.0,4,553.0,2123.0,5,0,Yes
63.0,57,1249.0,73415.0,1,2,No
69.0,37,323.0,10480.0,2,1,No
45.0,44,1022.0,43011.0,2,0,No
41.0,15,361.0,5493.0,2,1,Yes
38.0,36,1260.0,44736.0,1,1,No
35.0,35,1361.0,49873.0,3,1,Yes
31.0,19,305.0,6218.0,2,0,No
34.0,30,1171.0,31729.0,2,0,No
55.0,56,1905.0,114912.0,2,0,No
33.0,7,976.0,7319.0,1,0,No
50.0,27,1922.0,48830.0,2,0,No
30.0,20,1937.0,40806.0,2,1,Yes
60.0,12,707.0,8304.0,0,1,No
39.0,29,1281.0,39107.0,1,2,No
46.0,7,1711.0,12420.0,0,0,Yes
68.0,8,1505.0,13131.0,2,2,Yes
63.0,50,1591.0,72015.0,2,1,No
35.0,19,743.0,14597.0,1,0,No
32.0,20,1860.0,31749.0,1,2,Yes
46.0,39,700.0,29496.0,1,0,No
55.0,46,1395.0,57736.0,0,2,No
68.0,52,1803.0,88445.0,2,0,No
38.0,38,910.0,36681.0,2,1,No
48.0,16,1238.0,19202.0,4,2,Yes
23.0,17,1473.0,25440.0,2,1,Yes
55.0,42,1877.0,74132.0,1,0,No
45.0,51,1061.0,,0,3,No
51.0,55,1324.0,77289.0,0,1,No
30.0,50,540.0,28975.0,0,2,No
40.0,37,410.0,14625.0,0,0,No
21.0,11,335.0,3796.0,3,0,Yes
36.0,25,1109.0,26805.0,3,1,Yes
36.0,8,1227.0,10649.0,1,1,Yes
41.0,26,446.0,11966.0,2,1,No
68.0,36,607.0,20930.0,1,0,No
50.0,40,752.0,29314.0,3,0,No
64.0,14,1814.0,22749.0,3,0,Yes
28.0,42,468.0,21332.0,0,1,No
68.0,20,1131.0,20669.0,2,0,No
49.0,42,1640.0,61671.0,0,1,No
19.0,56,1778.0,95887.0,2,1,No
62.0,18,1477.0,27425.0,3,2,Yes
25.0,11,750.0,8421.0,1,0,No
59.0,58,505.0,26761.0,1,0,No
30.0,28,567.0,14546.0,0,0,No
53.0,14,1608.0,20461.0,0,2,Yes
56.0,18,803.0,14466.0,0,5,Yes
24.0,28,873.0,26626.0,2,1,No
68.0,21,597.0,13444.0,0,0,No
64.0,54,1038.0,54714.0,4,0,No
39.0,22,868.0,18035.0,2,1,No
30.0,28,906.0,24073.0,3,1,No
48.0,16,356.0,5990.0,1,1,No
59.0,42,1085.0,46146.0,0,2,No
22.0,46,489.0,19352.0,0,0,No
25.0,34,1210.0,35747.0,1,0,No
50.0,48,1437.0,66930.0,0,0,No
32.0,17,1227.0,20506.0,0,0,Yes
64.0,32,548.0,19117.0,0,0,No
46.0,44,1347.0,52468.0,1,1,No
52.0,54,1001.0,56861.0,1,0,No
36.0,20,910.0,19545.0,1,2,Yes
51.0,9,552.0,4692.0,0,1,No
31.0,47,1989.0,83242.0,2,2,No
43.0,30,967.0,26445.0,2,2,Yes
19.0,4,1075.0,4367.0,3,1,Yes
41.0,49,459.0,19510.0,4,0,No
57.0,30,1447.0,46509.0,3,1,No
37.0,37,780.0,29990.0,0,0,No
21.0,22,1557.0,35919.0,1,0,No
60.0,59,413.0,25222.0,0,1,No
33.0,26,804.0,18441.0,2,0,No
51.0,36,1567.0,58258.0,1,0,No
55.0,32,972.0,31098.0,3,1,No
33.0,57,357.0,17556.0,2,1,No
33.0,37,1641.0,55930.0,6,2,Yes
44.0,6,1941.0,11131.0,1,0,Yes
42.0,51,939.0,47205.0,5,0,No
24.0,3,1356.0,3641.0,2,0,Yes
22.0,32,933.0,29313.0,1,1,No
20.0,22,1242.0,29767.0,2,1,Yes
34.0,29,1555.0,42329.0,1,0,No
25.0,50,1375.0,61041.0,0,2,No
57.0,7,834.0,5646.0,1,1,Yes
63.0,3,631.0,1822.0,4,1,Yes
59.0,54,1224.0,71337.0,2,0,No
31.0,15,1420.0,20567.0,4,1,Yes
35.0,27,1276.0,31380.0,1,1,No
68.0,59,517.0,27639.0,3,0,No
24.0,43,903.0,33340.0,1,1,No
35.0,38,1565.0,61572.0,1,0,No
41.0,1,548.0,502.0,2,0,No
39.0,24,1801.0,45255.0,0,0,No
66.0,31,1092.0,33432.0,0,0,No
60.0,5,1644.0,8449.0,3,0,No
69.0,39,878.0,30845.0,0,1,No
29.0,45,910.0,36394.0,1,0,No
21.0,22,1943.0,40803.0,0,1,No
65.0,55,1263.0,65241.0,0,4,Yes
25.0,56,472.0,25812.0,2,1,No
51.0,44,1927.0,87931.0,4,1,Yes
64.0,19,936.0,19157.0,4,1,Yes
21.0,7,1506.0,10527.0,0,1,No
50.0,42,518.0,19721.0,2,2,No
67.0,32,1753.0,51824.0,2,0,No
67.0,43,1929.0,89285.0,2,3,No
32.0,24,950.0,20575.0,2,1,Yes
31.0,10,545.0,4762.0,1,0,No
30.0,54,1247.0,72745.0,0,1,No
49.0,57,574.0,28028.0,1,0,No
64.0,45,1051.0,49056.0,0,1,No
65.0,2,1358.0,2407.0,5,0,Yes
34.0,48,536.0,26155.0,2,2,No
44.0,59,1911.0,101092.0,1,1,No
55.0,25,1499.0,40259.0,1,0,No
53.0,30,913.0,23623.0,0,2,No
19.0,2,1006.0,1863.0,4,0,Yes
64.0,36,1741.0,65544.0,1,1,No
65.0,45,1108.0,49453.0,0,0,No
51.0,12,1977.0,22668.0,2,2,Yes
39.0,38,405.0,14757.0,2,0,No
59.0,16,760.0,11863.0,1,1,No
27.0,9,1180.0,11668.0,1,0,No
29.0,2,530.0,1080.0,2,1,Yes
69.0,45,905.0,39575.0,1,1,No
36.0,13,1183.0,14310.0,1,0,No
56.0,9,743.0,6526.0,1,0,No
38.0,57,579.0,35665.0,3,2,No
59.0,44,755.0,30056.0,0,1,No
59.0,16,439.0,6577.0,0,2,No
44.0,43,632.0,23541.0,0,0,No
37.0,30,403.0,12178.0,2,0,No
53.0,1,1918.0,1998.0,0,0,Yes
28.0,16,,9241.0,0,1,No
33.0,46,301.0,14579.0,2,1,No
20.0,43,1927.0,86398.0,2,0,No
44.0,25,1589.0,43424.0,3,0,No
51.0,59,753.0,42788.0,0,0,No
37.0,30,1793.0,46852.0,1,1,No
56.0,1,1781.0,1752.0,0,0,No
,57,1559.0,92662.0,7,0,Yes
28.0,2,1306.0,,3,1,Yes
18.0,55,1293.0,68435.0,1,0,No
62.0,5,1946.0,10064.0,2,0,Yes
60.0,23,1090.0,21415.0,2,0,No
41.0,4,1674.0,6792.0,2,2,Yes
29.0,42,490.0,21132.0,1,0,No
48.0,19,1490.0,30933.0,0,1,No
42.0,31,1981.0,63406.0,1,2,Yes
36.0,12,316.0,3347.0,1,0,No
52.0,49,737.0,35195.0,1,1,No
29.0,28,1633.0,43506.0,2,2,Yes
19.0,19,1546.0,27912.0,0,0,No
26.0,2,1547.0,3237.0,3,1,Yes
35.0,28,1969.0,54872.0,1,0,No
61.0,43,462.0,20516.0,1,1,No
31.0,7,1447.0,10498.0,2,1,Yes
67.0,31,1389.0,44010.0,0,1,No
24.0,55,649.0,37103.0,3,2,No
69.0,52,661.0,31094.0,0,2,No
60.0,54,1404.0,66315.0,1,0,No
21.0,53,1412.0,66628.0,1,2,No
46.0,17,1319.0,23593.0,2,1,No
,10,1084.0,11805.0,3,0,No
41.0,35,1467.0,55669.0,2,1,Yes
69.0,43,846.0,31038.0,0,1,No
24.0,23,700.0,17690.0,1,0,Yes
,14,1311.0,19669.0,1,1,No
44.0,10,1348.0,12128.0,0,5,Yes
49.0,31,1680.0,51525.0,1,1,No
31.0,3,1006.0,3308.0,0,2,Yes
43.0,41,1598.0,63405.0,4,1,Yes
24.0,49,1859.0,99140.0,2,1,Yes
24.0,49,1023.0,49423.0,2,0,No
45.0,18,1221.0,20573.0,2,1,No
56.0,6,1846.0,9859.0,1,3,Yes
53.0,31,809.0,21970.0,0,1,No
67.0,44,1528.0,69025.0,1,1,No
20.0,54,1280.0,64413.0,1,1,No
40.0,8,1003.0,7638.0,1,1,Yes
20.0,2,1768.0,3834.0,0,1,Yes
36.0,9,565.0,4576.0,5,1,Yes
56.0,33,359.0,11175.0,0,0,No
48.0,10,651.0,7014.0,0,0,No
28.0,57,1789.0,110656.0,1,1,No
21.0,21,883.0,19483.0,1,1,No
25.0,48,1462.0,66372.0,3,0,No
39.0,20,691.0,12180.0,0,0,No
68.0,13,1134.0,15440.0,1,0,No
38.0,6,1188.0,7554.0,1,1,Yes
27.0,12,716.0,8839.0,1,0,Yes
31.0,45,958.0,40280.0,0,1,No
53.0,45,744.0,33919.0,0,1,No
32.0,40,470.0,19281.0,1,1,No
60.0,5,1033.0,5536.0,2,2,Yes
